mE,mPhi,delta
185,175.98677916713757,2.8285370429129077e-09
185,190.3285938006926,2.6581292313994187e-09
185,237.50742551017024,2.1826516622920075e-09
185,191.66867043539932,2.6428714375131446e-09
185,171.50880893357916,2.884491781361565e-09
185,225.34324509346027,2.293822192849554e-09
185,212.4875411169353,2.4195796259619597e-09
185,243.56023886173406,2.130001283452767e-09
185,175.56504221315268,2.8337499198091224e-09
185,182.6691911061017,2.7474955121646716e-09
185,225.75219637554324,2.2899643093837085e-09
185,235.0902635227374,2.204163082105677e-09
185,236.2191912063486,2.194081234877573e-09
185,235.87212688419496,2.1971741269182937e-09
185,179.65010472914338,2.7837492689176994e-09
185,212.76429726887199,2.4167785650503655e-09
185,213.84182589545364,2.405913006415282e-09
185,176.72526895765094,2.8194372723221007e-09
185,188.15446385888868,2.683120480353616e-09
185,178.60753337708007,2.796406155087137e-09
185,169.47455492461165,2.910355619637682e-09
185,238.52855852882305,2.1736482676946884e-09
185,229.22517482434918,2.257544732806694e-09
185,225.531745047772,2.2920428942313354e-09
185,231.01282159698826,2.2410941244258567e-09
185,230.88454889670908,2.242269234074219e-09
185,223.13140884063665,2.314837046928811e-09
185,197.327429380525,2.5796529702810587e-09
185,173.87721217721563,2.854730513621759e-09
185,246.44882611682968,2.1054740221348546e-09
185,235.93940880696013,2.196574084733406e-09
185,186.6411942985911,2.700689836413214e-09
185,193.03045578754507,2.62747976143005e-09
185,206.8802738669137,2.4772506085102414e-09
185,190.94782759727886,2.651064991930432e-09
185,226.24807517123773,2.2852978713493055e-09
185,192.61838806557597,2.6321251818259716e-09
185,223.66785864198312,2.3097169526015612e-09
185,195.38370772129088,2.6011489082965098e-09
185,206.51942261227535,2.4810226918417664e-09
185,178.07544924302204,2.802893079033978e-09
185,235.24548385059518,2.2027732382131453e-09
185,224.52420879029518,2.3015744851406653e-09
185,190.222140008367,2.659346052104724e-09
185,246.86399772049484,2.101979987159183e-09
185,169.76919556237303,2.90659216562625e-09
185,228.0680721532503,2.2682782198283984e-09
185,198.3420167873553,2.5685224531954046e-09
185,235.74022509867316,2.1983511041766685e-09
185,247.65494235803675,2.095345030595631e-09
185,193.33867509603147,2.624011860989265e-09
185,204.81176564913318,2.4989742964938674e-09
185,225.40914424479996,2.293199946909788e-09
185,232.8183325731177,2.2246401965054977e-09
185,165.31573255078698,2.964107939539324e-09
185,220.52187686383957,2.3399576977180928e-09
185,175.545887864265,2.8339869566760613e-09
185,204.15935096698507,2.5058769802184305e-09
185,183.8965030186135,2.7329256174490605e-09
185,246.29197615164665,2.106796084206523e-09
185,192.1340044556372,2.637599160467924e-09
185,196.03927954877466,2.593873418135301e-09
185,225.10315255289908,2.2960911278072417e-09
185,195.04936492209563,2.6048694197893024e-09
185,202.96844897506418,2.518540427190109e-09
185,184.39755255692236,2.727005164111468e-09
185,229.55634013715186,2.2544851711241988e-09
185,223.25499685038014,2.313656148377952e-09
185,192.74010714743278,2.6307519070083382e-09
185,238.86897708985865,2.170657799359502e-09
185,243.24858787703613,2.1326704107943703e-09
185,211.86961408075038,2.4258489602824774e-09
185,168.74373027360883,2.9197159140609383e-09
185,165.62659790241486,2.960049047412692e-09
185,179.7305029491972,2.7827761732341665e-09
185,186.35601064134676,2.704017022817067e-09
185,182.61915988791245,2.7480915017737373e-09
185,196.19584186197676,2.592139734298653e-09
185,239.31912528128697,2.1667118249035996e-09
185,188.43760188115078,2.679849154055769e-09
185,203.90690195671462,2.5085545355992833e-09
185,199.94214315883886,2.551092730349812e-09
185,243.99631295277973,2.1262740509512974e-09
185,206.0676812352793,2.4857553452821395e-09
185,204.16932569577452,2.5057712606624058e-09
185,202.72091803409887,2.5211828759081697e-09
185,235.25579415076942,2.2026809610584804e-09
185,170.51335913263793,2.8971131333591335e-09
185,210.1558619881256,2.443347151793704e-09
185,198.55342055817954,2.5662109782651857e-09
185,185.87744855775085,2.7096118694626775e-09
185,234.1150855455108,2.212921597057967e-09
185,166.79965375240897,2.9447925867085332e-09
185,250.89751128028738,2.0684369444598662e-09
185,169.23212121288722,2.9134566516346348e-09
185,225.68017000678714,2.2906431555989168e-09
185,237.6352348575484,2.1815220370149592e-09
185,194.50475987684064,2.610944193056165e-09
185,212.4192582259467,2.4202713700494427e-09
185,193.73045657304476,2.619612142481606e-09
185,253.66375460582225,2.0458485067454232e-09
185,176.74759776334344,2.8191626945058015e-09
185,193.6844137052453,2.620128719826927e-09
185,199.55003025498098,2.5553498702668773e-09
185,236.42639433282432,2.192237493476978e-09
185,252.61158449230277,2.054400845632351e-09
185,231.4117296450094,2.2374449358135837e-09
185,177.77838965787535,2.8065227648992045e-09
185,210.2042087053243,2.4428512659775416e-09
185,256.2660004230405,2.0249022946344973e-09
185,248.43490212563884,2.088829776882586e-09
185,235.3819612657932,2.2015521826644425e-09
185,179.85234641367674,2.7813022492818424e-09
185,252.7476514032776,2.05329214097541e-09
185,195.40060121150503,2.600961099771348e-09
185,208.78186792661452,2.4574947934528144e-09
185,231.63230590826694,2.2354305024328306e-09
185,243.5495123154095,2.1300930762531056e-09
185,243.8106483618993,2.127859901746771e-09
185,220.0660020194481,2.344382891512993e-09
185,227.8461740988112,2.2703443004113424e-09
185,188.4754704022756,2.6794120082695928e-09
185,172.8139998624909,2.868044290899724e-09
185,219.00672295203606,2.354707852383058e-09
185,254.6525347825929,2.037855188748734e-09
185,231.57181326371114,2.2359827174720373e-09
185,187.33579392805981,2.69260752245949e-09
185,255.78565840788713,2.0287468101615257e-09
185,237.33371718465563,2.1841882110551054e-09
185,180.32218166560565,2.77562775542836e-09
185,212.24564322962476,2.4220313473840767e-09
185,177.02746058116287,2.8157240026942603e-09
185,166.52168116872633,2.9483992849673933e-09
185,189.25654763667112,2.6704154062489903e-09
185,197.15365179756873,2.581565566581992e-09
185,177.28482845311845,2.8125662612362754e-09
185,196.1274349191557,2.59289705307707e-09
185,256.55526531549623,2.0225918578209e-09
185,227.43540317880172,2.2741755412539306e-09
185,171.59699682921604,2.8833768651814123e-09
185,210.45734488947016,2.440257014170947e-09
185,233.72113394475542,2.2164729898981995e-09
185,237.4683245987839,2.1829974062279847e-09
185,239.31749988335872,2.1667260558031944e-09
185,253.03889246308236,2.0509217544807947e-09
185,256.22468602421395,2.025232575285554e-09
185,194.8710875039686,2.60685602774356e-09
185,245.42559772507983,2.1141187718945015e-09
185,204.7173229653373,2.4999720013132996e-09
185,177.67610302355257,2.807773916508149e-09
185,240.58716583781703,2.1556476729685265e-09
185,245.95356496274422,2.1096522969821403e-09
185,255.85695375460637,2.0281755596378603e-09
186,179.41076808436273,2.768362043451961e-09
186,186.34655766869014,2.6867330644082666e-09
186,243.3768838145598,2.1198396526781344e-09
186,190.3083312893971,2.6414530416404014e-09
186,184.4228259455602,2.7090703977575987e-09
186,193.16225914689085,2.6094288868758864e-09
186,251.2646735550861,2.0542823536652596e-09
186,215.9723763968021,2.3704958274925817e-09
186,214.05255071100626,2.389487055073175e-09
186,197.83354497466144,2.5580657789776414e-09
186,187.9151433714736,2.668689737267585e-09
186,252.63194284857448,2.043197010246273e-09
186,253.73887595033457,2.034281387388685e-09
186,203.9290288887224,2.4929659915724923e-09
186,183.69544786295455,2.7175766355793036e-09
186,175.77905535438677,2.812328093654662e-09
186,196.46222468485834,2.573009845276942e-09
186,223.4816574729523,2.2980813230557806e-09
186,176.3067922800371,2.8058862575302054e-09
186,231.59179021870148,2.223107092092401e-09
186,225.29203454185304,2.2810592068625126e-09
186,248.1355186901061,2.0799590081336434e-09
186,211.71841013042248,2.4128445464434368e-09
186,222.25211886770524,2.3097375240350293e-09
186,192.41666472076773,2.617747720170586e-09
186,225.5307503955194,2.278827086627254e-09
186,188.01381271743477,2.6675598351009487e-09
186,211.67967884990492,2.4132346243817857e-09
186,247.74854950131308,2.0831642662710908e-09
186,185.94881991978275,2.6913324608219014e-09
186,233.1829611996819,2.2087788467261415e-09
186,165.7551287399649,2.9381684989523066e-09
186,210.97822006677464,2.4203134842782005e-09
186,221.0056225753257,2.3216339322776e-09
186,252.48868663216905,2.044354694538646e-09
186,212.2147482497869,2.4078529736277494e-09
186,182.96626054989395,2.7261374225643943e-09
186,254.3113709666872,2.0296909019576765e-09
186,246.40563012097638,2.0943392508259975e-09
186,227.3532607283918,2.261880262799911e-09
186,196.82711754545923,2.5690225672550677e-09
186,215.98888464874057,2.370333380528028e-09
186,208.84765432313236,2.4419801574259605e-09
186,194.46850721693121,2.5949351752689907e-09
186,227.58568473733825,2.25973101815904e-09
186,241.5129026098195,2.1357404535958266e-09
186,248.86302125116194,2.0739510429702024e-09
186,186.24764284070716,2.6878759860114457e-09
186,173.61876869939763,2.8388869790883577e-09
186,174.60272049328302,2.8267523142942897e-09
186,206.2754324392927,2.468473882669767e-09
186,217.88035337543943,2.351816553266032e-09
186,162.75970526441523,2.977078883793885e-09
186,215.72359919499007,2.372945642565199e-09
186,240.3722375375714,2.145549723397467e-09
186,181.9100038597471,2.7385975740321094e-09
186,192.8889718084662,2.61247415293352e-09
186,166.65431278620056,2.926606662818957e-09
186,228.74479665620305,2.24905280975891e-09
186,231.91903893890037,2.2201502162043504e-09
186,252.39848383748094,2.04508409652162e-09
186,196.94605474748445,2.5677246095527025e-09
186,184.79744885354248,2.7047023573112558e-09
186,228.25747657235112,2.253534054872794e-09
186,167.23751857274178,2.9191368319570957e-09
186,233.65260478607723,2.2045732230752324e-09
186,238.01161837969153,2.1660420752968982e-09
186,222.22392730975943,2.3100056946189133e-09
186,191.20106947543053,2.631382498648855e-09
186,220.67793267057345,2.324774713495961e-09
186,203.3899263390695,2.498637359117065e-09
186,176.2336544338201,2.8067779368212893e-09
186,195.36490438778964,2.58504806267804e-09
186,203.565211128183,2.496791542336852e-09
186,231.8904369008602,2.220408443552403e-09
186,187.24264827384724,2.6764067530084737e-09
186,232.57962780530895,2.2141973030638745e-09
186,174.8275575632342,2.8239883835747827e-09
186,247.86466274834595,2.082201805883189e-09
186,210.1587120942678,2.4286178214766093e-09
186,245.23614575852892,2.10413666484536e-09
186,243.57641492609628,2.118146942713421e-09
186,171.39751892154393,2.8665146675114612e-09
186,255.3849150315028,2.021120442484412e-09
186,183.0396424901539,2.725274389611914e-09
186,186.02814528849765,2.69041436541506e-09
186,207.92731446461278,2.4514171846409023e-09
186,179.9531340267972,2.761868922699667e-09
186,194.67395146112176,2.592664926275477e-09
186,240.25872112074654,2.146529211700993e-09
186,220.66376428387753,2.324910637728012e-09
186,223.77879329688176,2.2952760488050085e-09
186,231.5689375899388,2.2233137734791716e-09
186,214.3348508346546,2.3866820888566994e-09
186,212.00873799743076,2.409923147074874e-09
186,221.45555813307195,2.317330541362959e-09
186,202.594203510205,2.507038706760748e-09
186,252.23502051455915,2.0464067954128174e-09
186,233.6172838888838,2.2048891489825157e-09
186,188.92593625466236,2.6571431224777736e-09
186,166.82185418694502,2.924458412694473e-09
186,213.25344508567923,2.3974503702234174e-09
186,217.82916699951045,2.3523151561121344e-09
186,253.7859284910097,2.0339035738279013e-09
186,233.7599689986548,2.2036132787112544e-09
186,219.78843617814942,2.3333283415028026e-09
186,224.21415648789574,2.2911738985019747e-09
186,225.31969439477106,2.2808004249139686e-09
186,205.04481349795302,2.4812804217509682e-09
186,251.81731901714792,2.049791959978041e-09
186,214.07331313661317,2.3892806109878264e-09
186,243.70297341759183,2.117074229795757e-09
186,223.98823933266294,2.2933013661487207e-09
186,170.91194014947186,2.872597644984188e-09
186,250.54048688791264,2.0601866482152965e-09
186,169.97321003575638,2.8844017205296982e-09
186,212.73867557383386,2.402598492821425e-09
186,248.99971289382427,2.072824801572606e-09
186,202.13802770081003,2.51187143063396e-09
186,194.4809972843281,2.594797082576346e-09
186,217.18111135236128,2.358639791810134e-09
186,223.60554007512073,2.2969111930081066e-09
186,250.95994200931688,2.056764049392969e-09
186,194.0133421282019,2.5999739354899576e-09
186,178.29114503477038,2.78182565728868e-09
186,239.493685975892,2.1531460005024855e-09
186,251.22985510705826,2.0545657065893867e-09
186,247.7845101735754,2.0828661250837585e-09
186,206.44092611832582,2.4667581660509547e-09
186,231.43475510400336,2.2245278470729016e-09
186,249.41505964991944,2.0694076846482072e-09
186,186.22955216004834,2.6880850824192005e-09
186,193.16714659482764,2.609374466488053e-09
186,223.85987952613766,2.2945112925453025e-09
186,208.484852745843,2.4456946493428558e-09
186,231.20258160245066,2.2266306136383918e-09
186,197.36863006532997,2.563119807673389e-09
186,253.70991108278972,2.0345140110802537e-09
186,203.31035484811576,2.4994758564989145e-09
186,188.774352809575,2.658870705136047e-09
186,192.19633254731912,2.6202124529612966e-09
186,214.10794608822636,2.3889363017611923e-09
186,198.94569928075495,2.546027159733467e-09
186,193.1606602318598,2.60944669066659e-09
186,241.85440203847097,2.1328153597550206e-09
186,183.26940852317526,2.7225743447533114e-09
186,208.6716257805738,2.443781487982066e-09
186,222.28380119327556,2.309436196550714e-09
186,200.29284022054193,2.531541632963328e-09
186,214.64481563918596,2.383607182642962e-09
186,207.48935867774009,2.4559244786331035e-09
186,248.1145810340914,2.080132264644484e-09
186,173.72518623812465,2.837571516920366e-09
186,222.37392312839404,2.3085793381568144e-09
186,165.83270063155558,2.937168918984182e-09
186,232.85295962116086,2.2117403626435104e-09
186,170.15995631069558,2.8820488117177872e-09
186,191.17167201491574,2.6317133454588546e-09
186,164.72807952714845,2.951441250080037e-09
186,166.58407219958775,2.9275078641410853e-09
186,204.2256275890483,2.489852826329186e-09
186,252.17987098843264,2.0468533099272047e-09
186,223.29406556393394,2.2998547114785806e-09
186,247.0528168633036,2.088943718976736e-09
186,249.17240188233296,2.071403143516258e-09
186,206.60145384511785,2.4650954026732553e-09
186,204.225182905909,2.4898574900768646e-09
186,245.71511466020297,2.1001166586657676e-09
186,224.74575579322564,2.286178058525878e-09
186,216.3002228644552,2.3672724236730255e-09
186,167.03482874645863,2.92173033551818e-09
186,254.23394248435355,2.0303109351656217e-09
186,234.527085535232,2.1967706211356817e-09
186,180.57904743247312,2.754398953174342e-09
186,219.94719920469635,2.3317986131131372e-09
186,209.27058720041452,2.4376592324247845e-09
186,252.98391059197778,2.040356434928457e-09
186,250.40992502460895,2.0612535497630756e-09
186,172.2874643935705,2.855406563633911e-09
186,217.0756394275504,2.3596712375758088e-09
187,246.70165898423136,2.0804772031181477e-09
187,162.60109163718755,2.958675843571686e-09
187,193.0206555345833,2.5945669341823896e-09
187,238.58815442176774,2.148993498247029e-09
187,178.46002618347967,2.7615450868964945e-09
187,191.3231242881806,2.6133708802042063e-09
187,188.24653632265714,2.64789021113869e-09
187,229.00263535815202,2.233869818849731e-09
187,234.39211408116435,2.1856115523761796e-09
187,227.03059569093958,2.251879843398475e-09
187,186.84681475232685,2.6637842943930544e-09
187,225.71891548195134,2.26396520785233e-09
187,198.57363066749062,2.5342395862243128e-09
187,166.61083401629307,2.9072779207954456e-09
187,250.84140877666306,2.0466436323082803e-09
187,191.98263894634366,2.6060449320692184e-09
187,201.0321008114649,2.508100972377442e-09
187,181.63921499285647,2.7239720178959097e-09
187,162.05955037708225,2.965699673798503e-09
187,203.6806321284328,2.480326174346649e-09
187,168.7978018777353,2.879693593472392e-09
187,188.52204262812927,2.644775786437553e-09
187,186.29538263550694,2.67007864533068e-09
187,219.47980830480708,2.3226328653328258e-09
187,187.90650634239137,2.6517403725793832e-09
187,241.19757213702368,2.126632930274164e-09
187,217.11995943156847,2.3453420227430525e-09
187,197.3091807856865,2.5478185896720123e-09
187,250.6325159938636,2.048333094307685e-09
187,234.6769361621591,2.1830998313601396e-09
187,205.3190054962228,2.4633421554684742e-09
187,251.15546785139614,2.044107143493319e-09
187,188.5306066343424,2.6446790493490173e-09
187,213.44984442515613,2.3812390753430343e-09
187,221.0187790689363,2.3079779391627055e-09
187,194.32085958484336,2.580279711138436e-09
187,201.3502993021884,2.504743084931642e-09
187,250.11806296034428,2.0525018425534412e-09
187,210.63148936230962,2.409291399117713e-09
187,171.19670207138032,2.849796943207565e-09
187,161.91114894804915,2.967627883021863e-09
187,192.81254475336723,2.596863022852586e-09
187,247.13632862065,2.0768895806701193e-09
187,225.02909667453906,2.2703552573310815e-09
187,176.5257813972415,2.7847169411838004e-09
187,166.7871829477825,2.9050419355146e-09
187,181.51933485522852,2.7253773231396546e-09
187,168.43974715079202,2.8841882086699943e-09
187,165.76695223524058,2.9180062487029303e-09
187,169.33070895217094,2.8730196517107733e-09
187,200.06317202612618,2.518361399581882e-09
187,162.02745989404062,2.9661165066438475e-09
187,197.39618602692988,2.5468812729350265e-09
187,250.03460679575707,2.0531791851801547e-09
187,220.55697965222487,2.3123626950466606e-09
187,175.9861571626996,2.7912239802397936e-09
187,222.95756726457728,2.289687812275776e-09
187,247.3542666626003,2.07509391464119e-09
187,201.6600465251936,2.5014799049138882e-09
187,196.5024920893391,2.5565300511248234e-09
187,189.3798430733869,2.635108262786098e-09
187,179.7073207977345,2.746728307010295e-09
187,193.58773262189982,2.5883233696895925e-09
187,225.09795426429764,2.2697163376314115e-09
187,197.91217321536197,2.5413314945460384e-09
187,195.02091106606395,2.572628457634079e-09
187,221.51485390148235,2.3032798757821463e-09
187,230.65158132624026,2.2189563460437697e-09
187,181.22992260783772,2.728773680117726e-09
187,237.58236942089033,2.1576959482457282e-09
187,216.4999657234339,2.3513563751800877e-09
187,198.73153190327602,2.5325503550049564e-09
187,250.3181443841499,2.05087917536206e-09
187,238.15344417887403,2.152749034947798e-09
187,168.0413289329944,2.8891994016333663e-09
187,180.8902315845551,2.7327667534362316e-09
187,247.2622450308965,2.0758518580975645e-09
187,182.90825943408174,2.709150413145773e-09
187,199.76787024272357,2.521499142362095e-09
187,179.46560652209038,2.7495920043009376e-09
187,180.72898983593433,2.734664679171436e-09
187,239.91483849938695,2.137585910458275e-09
187,188.43176681866186,2.6457957915167624e-09
187,216.0661712423716,2.355576438997945e-09
187,207.98496457143227,2.436024395659812e-09
187,169.9935381478344,2.864744558035316e-09
187,166.09301698263835,2.913855375883083e-09
187,237.96154794855045,2.1544096417950132e-09
187,169.2682869092349,2.8738004412359018e-09
187,200.71296937769878,2.511474489519567e-09
187,249.64736390667852,2.0563260418672992e-09
187,213.84737204157196,2.3773165042755265e-09
187,188.6463566388981,2.643371998325538e-09
187,161.96106169909675,2.9669791918744685e-09
187,169.43677927978524,2.871693484382748e-09
187,216.17420132252252,2.3545245717353833e-09
187,248.33981741370354,2.0669995931911636e-09
187,183.943766770511,2.6971304056460614e-09
187,248.41701648769282,2.0663673494145515e-09
187,171.39602043934494,2.8473297962311876e-09
187,223.7370108420229,2.2823883455542747e-09
187,186.49590245768587,2.667787654177767e-09
187,188.23031844901428,2.648073687134205e-09
187,240.8892140407558,2.129259078557765e-09
187,204.94403631974512,2.4672160089386155e-09
187,243.15847372434752,2.110033666301627e-09
187,196.56804815683788,2.555820697021847e-09
187,162.35502670216113,2.9618648881992133e-09
187,233.2046651737223,2.1961245836709533e-09
187,243.5058381696471,2.107111265943808e-09
187,175.70305994721463,2.794645131742399e-09
187,189.06315336108958,2.6386722271385603e-09
187,196.8338532652936,2.5529470950292797e-09
187,230.79728580849184,2.217644899870978e-09
187,190.32030039694985,2.6245601105338203e-09
187,190.5639058393972,2.621836494242932e-09
187,221.56335902339836,2.302821182661157e-09
187,166.64094607825325,2.906895974688389e-09
187,190.92996796223994,2.6177504407540064e-09
187,170.07025002714994,2.8637887027605975e-09
187,223.35473564629393,2.2859645145604707e-09
187,240.31449951887802,2.1341652333419105e-09
187,249.46215583990806,2.0578333928181408e-09
187,198.2610231901646,2.537588105300983e-09
187,208.66852748214575,2.4290830262991775e-09
187,195.58732948969714,2.5664587853641924e-09
187,222.08135327360978,2.2979301878790253e-09
187,239.50124332790952,2.141133555994355e-09
187,253.5627915391308,2.024804316781715e-09
187,185.5499496027953,2.6786169705751783e-09
187,209.6562378228196,2.4190982194005116e-09
187,184.84101839807045,2.686768798901655e-09
187,222.4206545065185,2.294733832169393e-09
187,163.76918664805996,2.943592373585528e-09
187,203.46582571993716,2.482564081774113e-09
187,217.35260451075706,2.3430903913705013e-09
187,172.7927830843246,2.8301131227514663e-09
187,252.94860517491014,2.0297056822777086e-09
187,170.99673836428693,2.852274674834437e-09
187,168.79677378560686,2.8797064869350763e-09
187,164.80806181220186,2.9302539915950173e-09
187,242.45238178459493,2.1159907972360766e-09
187,201.07817749874795,2.5076143775868402e-09
187,194.5656091509318,2.577601434025347e-09
187,228.44251574670432,2.2389658189585843e-09
187,232.51758884718072,2.2022382432309857e-09
187,251.6790484598601,2.0398878576794234e-09
187,221.64984240751218,2.3020036418643644e-09
187,162.0106145461152,2.9663353435289827e-09
187,209.595548748982,2.419710195705395e-09
187,204.06724487310612,2.4763048662758147e-09
187,228.83004016996094,2.2354384647575856e-09
187,186.9469099301258,2.6626437412827887e-09
187,229.75673734834066,2.2270331386625216e-09
187,173.5437073026941,2.8209093169792e-09
187,180.52995136235728,2.7370097434739045e-09
187,209.90013971647588,2.41664078098235e-09
187,170.83056195116762,2.854335731449406e-09
187,227.71298355607487,2.245626191493329e-09
187,179.32709971460397,2.7512346139104495e-09
187,234.86107842219795,2.1814780019495634e-09
187,235.4131397020799,2.1766253169843236e-09
187,214.40240962489426,2.3718537623912832e-09
187,217.33436499939717,2.3432668186116603e-09
187,252.0756143165967,2.0366999226847465e-09
187,190.67824378506805,2.6205593715185053e-09
187,190.25938328186663,2.6252417467930337e-09
187,199.50212101834813,2.5243271406628845e-09
187,245.46843446195015,2.0907011870410504e-09
187,213.66892595570803,2.379076266381072e-09
187,165.25809151910414,2.9244982371432883e-09
187,211.22848292892587,2.403313619666898e-09
187,238.46104755299856,2.1500906925932728e-09
187,245.4491000642457,2.0908620135650484e-09
187,208.01166334283732,2.435752797527257e-09
187,202.26161130507813,2.495157966949551e-09
188,230.94263549568862,2.2037849740669026e-09
188,203.70376414626784,2.464965131260314e-09
188,159.46691136869677,2.9788442247057327e-09
188,164.2939225811018,2.9168123165990543e-09
188,231.84285073463334,2.1957868569371057e-09
188,218.75772312010844,2.315920478850744e-09
188,161.01499910729362,2.9587825139884054e-09
188,189.98044906371027,2.611715197381514e-09
188,250.72860049069163,2.036541396615731e-09
188,185.06985810445886,2.666891821237537e-09
188,207.887395939912,2.42232985823744e-09
188,247.6191857512049,2.061673736686212e-09
188,218.4300338694771,2.3190383687057778e-09
188,218.87532591644177,2.314802849552221e-09
188,224.66405279762208,2.2606517701628717e-09
188,179.64243879893533,2.7295714557210352e-09
188,163.2593366662262,2.9299787838442497e-09
188,222.04198823629733,2.2849720844116714e-09
188,183.5066085780408,2.6847610167750086e-09
188,239.09431055539704,2.13274263114183e-09
188,168.62059384372853,2.8625053440121463e-09
188,184.63438576213875,2.6718547428111113e-09
188,159.43548323793138,2.979253145545387e-09
188,232.93398903853674,2.18614387458391e-09
188,175.0563583457924,2.7839525548214014e-09
188,195.16246096345503,2.555032889468563e-09
188,187.67441574021154,2.6374469881705386e-09
188,239.35056366145847,2.1305590427378533e-09
188,194.3293426366961,2.564040347056956e-09
188,199.1905805697014,2.512043304001361e-09
188,224.17183140154805,2.2651912461844935e-09
188,182.67891718615525,2.694282309077398e-09
188,215.61710185826195,2.3460293449920275e-09
188,177.44686426088646,2.75544252672664e-09
188,167.45967476233292,2.8769576404119663e-09
188,212.7073633218864,2.374380971305376e-09
188,211.37103153602376,2.3875508034845123e-09
188,189.58726713673457,2.6160801965392657e-09
188,210.5629228384626,2.3955608088439796e-09
188,199.66797223899292,2.5070095297622706e-09
188,224.67794492843944,2.2605238245296406e-09
188,221.05292948528603,2.2942349584209933e-09
188,214.94276213042596,2.3525605770915028e-09
188,242.52913607384113,2.103719854851645e-09
188,210.18737782238756,2.3992950585897477e-09
188,175.0078197069682,2.7845351601549267e-09
188,221.24541259846643,2.2924284386465466e-09
188,174.72220563471325,2.787966369041585e-09
188,171.17235803502723,2.831043275479233e-09
188,226.03315064900804,2.2480881010624805e-09
188,162.99077521756917,2.9334080484546987e-09
188,180.26558700638785,2.722283140269209e-09
188,209.37110733220015,2.4074376715230664e-09
188,240.54160073857932,2.120448965681413e-09
188,208.0173498813676,2.421020755150928e-09
188,231.70551014273184,2.197004597607101e-09
188,212.507839704299,2.3763413287767463e-09
188,209.88958172172744,2.402261560004205e-09
188,221.40756056042238,2.2909080700072335e-09
188,212.57746315413934,2.3756570268222288e-09
188,199.97778275130202,2.503749661963934e-09
188,180.18997973672256,2.7231661620840833e-09
188,241.96681789566256,2.108434970269345e-09
188,191.61231361242187,2.5936961001625007e-09
188,233.67616138258722,2.1796169277830908e-09
188,237.39523505406856,2.147296464612329e-09
188,193.61196161016798,2.571828661530442e-09
188,164.42689949646595,2.915125090009373e-09
188,167.90252654005062,2.871434301399482e-09
188,190.67631758567882,2.6040122274419396e-09
188,249.14023943681158,2.049327869224095e-09
188,219.13193680594057,2.3123666121527453e-09
188,187.8971528009758,2.634947785797446e-09
188,236.9599545952394,2.1510462132283865e-09
188,177.43933756732605,2.755531731551469e-09
188,190.3822802602842,2.60726361218811e-09
188,198.68016406901722,2.5174395483735836e-09
188,235.63625600209636,2.1625029064244037e-09
188,238.15672012032374,2.1407574907371475e-09
188,246.4010462388489,2.0716329802271374e-09
188,206.35767315401083,2.437808429332862e-09
188,188.48901916805184,2.6283211692042613e-09
188,239.73458297459922,2.1272923035765614e-09
188,178.27427269068073,2.7456577758713834e-09
188,241.13842476698267,2.1154068967733273e-09
188,187.6340872422797,2.6378998072855158e-09
188,244.05941207203958,2.0909594090501655e-09
188,235.46192040938584,2.164017827986908e-09
188,218.0872036194619,2.322306190323002e-09
188,214.81680039596762,2.3537831839126443e-09
188,241.94103382014433,2.1086515115099914e-09
188,248.2997521412173,2.0561375131564246e-09
188,208.85075127249985,2.412647060324366e-09
188,246.1953404595919,2.0733211449193425e-09
188,199.60282843268806,2.5076956698021213e-09
188,233.24175046173056,2.183434164000101e-09
188,247.51379915891496,2.0625328150794637e-09
188,242.65351611492835,2.1026788134611825e-09
188,218.454480669602,2.318805573746388e-09
188,159.52416260208818,2.9780994799710185e-09
188,196.27685659877957,2.543046851634915e-09
188,165.74421060585175,2.8984732401873008e-09
188,237.19152462815723,2.1490502568195717e-09
188,198.69746732357595,2.5172563727944297e-09
188,226.17151795296635,2.2468234748988612e-09
188,211.71399480223224,2.3841618182008553e-09
188,170.2573152473384,2.8422772881855115e-09
188,174.14801094311738,2.794879995309901e-09
188,249.87590838052066,2.0433922909988793e-09
188,179.19668625979423,2.7347996840734504e-09
188,210.96196405111928,2.391601157344167e-09
188,248.3090487355425,2.056062026022845e-09
188,237.1993464005142,2.148982882134165e-09
188,246.4209217771769,2.071469965307803e-09
188,232.152011427736,2.1930489274934587e-09
188,229.0295288903344,2.220910627774946e-09
188,172.72912469406893,2.812053626964173e-09
188,159.96549653005349,2.9723657371235425e-09
188,209.91940137209787,2.4019642974834485e-09
188,225.69851504457023,2.25115042175407e-09
188,214.91566907430743,2.3528234773576257e-09
188,242.74736121648888,2.101893800162693e-09
188,209.45905986749557,2.4065585964967056e-09
188,232.6343736520256,2.1887861441720703e-09
188,196.9019563930135,2.536354694782006e-09
188,218.85824550731851,2.314965128195885e-09
188,199.36089235847842,2.5102460046859927e-09
188,196.08965807954303,2.5450553059390626e-09
188,175.28145184164944,2.7812527147370077e-09
188,183.86150896986786,2.680691215880065e-09
188,174.49733348333802,2.7906714769331073e-09
188,237.4034284205497,2.1472259657691795e-09
188,230.2458893861266,2.2100018031820796e-09
188,252.2364441835322,2.0245021121727693e-09
188,245.5637823882819,2.078515676459813e-09
188,174.26333143921545,2.7934898013493677e-09
188,251.06215230707795,2.033869897139427e-09
188,198.76635179241148,2.5165273166982116e-09
188,238.15602470122965,2.140763450297967e-09
